paper_id,title
293-FIND,MapAgent: A Hierarchical Agent for Geospatial Reasoning with Dynamic Map Tool Integration
589-MAIN,FormGym: Doing Paperwork with Agents
339-FIND,"Bias in the Ear of the Listener: Assessing Sensitivity in Audio Language Models Across Linguistic, Demographic, and Positional Variations"
355-FIND,VN-MTEB: Vietnamese Massive Text Embedding Benchmark
843-FIND,Mitigating Causal Bias in LLMs via Potential Outcomes Framework and Actual Causality Theory
397-FIND,Nuanced Toxicity Detection in Spanish: A New Corpus and Benchmark Study
402-FIND,Detection of Adversarial Prompts with Model Predictive Entropy
849-FIND,QFrBLiMP: a Quebec-French Benchmark of Linguistic Minimal Pairs
1139-MAIN,BLUR: A Bi-Level Optimization Approach for LLM Unlearning
1213-MAIN,Verification-Aware Planning for Multi-Agent Systems
923-FIND,BSCodec: A Band-Split Neural Codec for High-Quality Universal Audio Reconstruction
459-FIND,Investigating Gender Stereotypes in Large Language Models via Social Determinants of Health
976-FIND,Program-of-Thought Reveals LLM Abstraction Ceilings
1379-MAIN,Can MLLM Find Their Way in a City? Exploring Emergent Navigation from Web-Scale Knowledge
474-FIND,Uncertainty Quantification for Evaluating Gender Bias in Machine Translation
480-FIND,The Hidden Bias: A Study on Explicit and Implicit Political Stereotypes in Large Language Models
64-IND,TAGQuant: Token-Aware Clustering for Group-Wise Quantization
1025-FIND,Sparse Brains are Also Adaptive Brains: Cognitive-Load-Aware Dynamic Activation for LLMs
100-IND,Adaptive Data Flywheel: Applying MAPE Control Loops to AI Agent Improvement
1035-FIND,DuFFin: A Dual-Level Fingerprinting Framework for LLMs IP Protection
491-FIND,"Ask Me Again Differently: GRAS for Measuring Bias in Vision Language Models on Gender, Race, Age, and Skin Tone"
492-FIND,A Simple and Efficient Learning-Style Prompting for LLM Jailbreaking
1192-FIND,Distill and Align Decomposition for Enhanced Claim Verification
1204-FIND,Event Detection with a Context-Aware Encoder and LoRA for Improved Performance on Long-Tailed Classes
1281-FIND,Improving LLM Responses to Sensitive Topics Through Fine-Grained Evaluation
497-FIND,Representation Collapse in Machine Translation Through the Lens of Angular Dispersion
572-FIND,Multilingual-To-Multimodal (M2M): Unlocking New Languages with Monolingual Text
1298-FIND,ILSIC: Corpora for Identifying Indian Legal Statutes from Queries by Laymen
1355-FIND,DeVisE: Towards the Behavioral Testing of Medical Large Language Models
115-IND,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems
139-IND,DIALECTIC: A Multi-Agent System for Startup Evaluation
577-FIND,Scaling Cultural Resources for Improving Generative Models
578-FIND,Ensemble Privacy Defense for Knowledge-Intensive LLMs against Membership Inference Attacks
1367-FIND,MEENA (PersianMMMU): Multimodal-Multilingual Educational Exams for N-level Assessment
629-FIND,Analyzing Instruction Optimization in LLM-based Pipelines for Tabular Fact Verification
150-IND,CODMAS: A Dialectic Multi-Agent Collaborative Framework for Structured RTL Optimization
639-FIND,BayesFlow: A Probability Inference Framework for Meta-Agent Assisted Workflow Generation
744-FIND,Science Across Languages: Assessing LLM Multilingual Translation of Scientific Papers
1368-FIND,Teaching Old Tokenizers New Words: Efficient Tokenizer Adaptation for Pretrained Models
844-FIND,JuriFindIT: an Italian legal retrieval dataset
1388-FIND,MapCoder-Lite: Distilling Multi-Agent Coding into a Single Small LLM
173-IND,SYMDIREC: A Neuro-Symbolic Divide-Retrieve-Conquer Framework for Enhanced RTL Synthesis and Summarization
850-FIND,QueerGen: How LLMs Reflect Societal Norms on Gender and Sexuality in Sentence Completion Task
83-MAIN,How Quantization Shapes Bias in Large Language Models
1028-FIND,PATCH: Mitigating PII Leakage in Language Models with Privacy-Aware Targeted Circuit PatcHing
99-MAIN,Democratic or Authoritarian? Probing a New Dimension of Political Biases in Large Language Models
1403-FIND,When Do Language Models Endorse Limitations on Human Rights Principles?
1412-FIND,Active Learning with Non-Uniform Costs for African Natural Language Processing
580-MAIN,SAFARI: A Community-Engaged Approach and Dataset of Stereotype Resources in the Sub-Saharan African Context
1105-FIND,MMRA: A Benchmark for Evaluating Multi-Granularity and Multi-Image Relational Association Capabilities in Large Visual Language Models
1160-FIND,A Domain-Specific Curated Benchmark for Entity and Document-Level Relation Extraction
679-MAIN,Prompt-driven Detection of Offensive Urdu Language using Large Language Models
1177-FIND,Compositional Reasoning via Joint Image and Language Decomposition
1180-FIND,Better Call CLAUSE: A Discrepancy Benchmark for Auditing LLMs Legal Reasoning Capabilities
1186-MAIN,Detecting Subtle Biases: An Ethical Lens on Underexplored Areas in AI Language Models Biases
1191-FIND,Can Models Help Us Create Better Models? Evaluating LLMs as Data Scientists
1248-FIND,LARA: LLM-based Agile Power Distribution Network Restoration from Disastrous Events
3155-CL,The Quest for the Right Mediator: Surveying Mechanistic Interpretability for NLP Through the Lens of Causal Mediation Analysis
994-MAIN,Confidence Leaps in LLM Reasoning: Early Stopping and Cross-Model Transfer
1078-MAIN,How Do LLMs Generate Contrastive Sentiments? A Mechanistic Perspective
3005-CL,Multimodal OXYmorons: A Comprehensive Introduction and Computational Analysis Using a Dataset of Oxymoronic Memes in Italian and Spanish
82-MAIN,MULSUM: A Multimodal Summarization System with Vis-Aligner and Diversity-Aware Image Selection
711-MAIN,Attribution-Guided Multi-Object Hallucination and Bias Detection in Vision-Language Models
953-MAIN,Detecting Hallucinations in Vision-Language Models without Generating a Single Token
1253-FIND,Evaluating Multi-Hop Reasoning in Large Language Models: A Chemistry-Centric Benchmark
1154-MAIN,LLMs Know More About Numbers than They Can Say
229-MAIN,AutoBool: Reinforcement-Learned LLM for Effective Automatic Systematic Reviews Boolean Query Generation
851-MAIN,ToolDreamer: Instilling LLM Reasoning Into Tool Retrievers
1352-MAIN,Cosine Similarity as Logits?: A Scalable Knowledge Probe Using Embedding Vectors from Generative Language Models
134-MAIN,SCoNE: a Self-Correcting and Noise-Augmented Method for Complex Biological and Chemical Named Entity Recognition
1109-MAIN,Query Decomposition for RAG: Balancing Exploration-Exploitation
602-MAIN,DocPolarBERT: A Pre-trained Model for Document Understanding with Relative Polar Coordinate Encoding of Layout Structures
1359-MAIN,Generating Multi-Aspect Queries for Conversational Search
1405-MAIN,Redefining Retrieval Evaluation in the Era of LLMs
134-IND,Synthesizing question answering data from financial documents: An End-to-End Multi-Agent Approach
136-IND,Toward Automatic Delegation Extraction in Japanese Law
1183-MAIN,Do You See Me?: A Diagnostic Benchmark for Evaluating Visual Perception in Multimodal Language Models
170-IND,SkiLLens: Recognising and Mapping Novel Skills from Millions of Job Ads Across Europe Using Language Models
650-MAIN,MetaLead: A Comprehensive Human-Curated Leaderboard Dataset for Transparent Reporting of Machine Learning Experiments
721-MAIN,Re$^2$-DocRED: Revisiting Revisited-DocRED for Joint Entity and Relation Extraction
180-IND,Lightweight Domain-Specific Language Model for Real-Time Structuring of Medical Prescriptions
1381-MAIN,"Wikontic: Constructing Wikidata-Aligned, Ontology-Aware Knowledge Graphs with Large Language Models"
537-MAIN,How Much Pretraining Does Structured Data Need?
558-MAIN,Martingale Foresight Sampling: A Principled Approach to Inference-Time LLM Decoding
1026-MAIN,Unintended Token-Level Memorization in Language Model Fine-Tuning
184-IND,PharmaQA.IT: an Italian dataset for Q\&A in the pharmaceutical domain
1104-MAIN,Instruction Tuning with and without Context: Behavioral Shifts and Downstream Impact
60-MAIN,Hierarchical Text Classification with LLM-Refined Taxonomies
101-MAIN,PromptFE: Automated Feature Engineering by Prompting
143-MAIN,Do NOT Classify and Count: Hybrid Attribute Control Success Evaluation
46-IND,Router-Suggest: A Router-based Framework for Auto-Completions in Visually-Grounded Conversations
451-MAIN,Knowledge Augmentation Enhances Token Classification for Recipe Understanding
103-IND,Enhancing User Safety: Context-Aware Detection of Offensive Query-Ad Pairs in Multimodal Search Advertising
154-MAIN,Don't Trust Generative Agents to Mimic Communication on Social Networks Unless You Benchmarked their Empirical Realism
105-IND,Adapting Vision-Language Models for E-commerce Understanding at Scale
641-MAIN,Rethinking Reading Order: Toward Generalizable Document Understanding with LLM-based Relation Modeling
684-MAIN,"Don't Generate, Classify! Low-Latency Prompt Optimization with Structured Complementary Prompt"
119-MAIN,Logic Haystacks: Probing LLMsвЂ™ Long-Context Logical Reasoning (Without Easily Identifiable Unrelated Padding)
410-MAIN,What Breaks Knowledge Graph based RAG? Empirical Insights into Reasoning under Incomplete Knowledge
447-MAIN,SPARTA: Evaluating Reasoning Segmentation Robustness through Black-Box Adversarial Paraphrasing in Text Autoencoder Latent Space
250-MAIN,Coordinates from Context: Using LLMs to Ground Complex Location References
307-MAIN,"Hey, wait a minute: on at-issue sensitivity in Language Models"
520-MAIN,The Reasoning Lingua Franca: A Double-Edged Sword for Multilingual AI
327-MAIN,Respecting Temporal-Causal Consistency: EntityвЂ“Event Knowledge Graphs for Retrieval-Augmented Generation
122-IND,PROBES : Performance and Relevance Observation for BEtter Search
1124-MAIN,"Rethinking Hallucinations: Correctness, Consistency, and Prompt Multiplicity"
115-MAIN,Do language models accommodate their users? A study of linguistic convergence
644-MAIN,Validating Automatic Evaluation of Controllable Counterspeech Generation: Rankings Matter More Than Scores
145-IND,MIRAGE: Metadata-guided Image Retrieval and Answer Generation for E-commerce Troubleshooting
737-MAIN,Taxation Perspectives from Large Language Models: A Case Study on Additional Tax Penalties
369-MAIN,Optical Character Recognition for the International Phonetic Alphabet
789-MAIN,Persuasion at Play: Understanding Misinformation Dynamics in Demographic-Aware Human-LLM Interactions
1178-MAIN,VietMix: A Naturally-Occurring Parallel Corpus and Augmentation Framework for Vietnamese-English Code-Mixed Machine Translation
162-IND,A Hybrid Supervised-LLM Pipeline for Actionable Suggestion Mining in Unstructured Customer Reviews
411-MAIN,Assessing Web Search Credibility and Response Groundedness in Chat Assistants
425-MAIN,Reassessing Active Learning Adoption in Contemporary NLP: A Community Survey
392-MAIN,Assessing the Impact of Typological Features on Multilingual Machine Translation in the Age of Large Language Models
541-MAIN,ABCD-LINK: Annotation Bootstrapping for Cross-Document Fine-Grained Links
409-MAIN,Form and Meaning in Intrinsic Multilingual Evaluations
552-MAIN,Mapping the Course for Prompt-based Structured Prediction
417-MAIN,NeuronMoE: Efficient Cross-Lingual Extension via Neuron-Guided Mixture-of-Experts
518-MAIN,When Meanings Meet: Investigating the Emergence and Quality of Shared Concept Spaces during Multilingual Language Model Training
961-MAIN,Can LLMs reason over extended multilingual contexts? Towards long-context evaluation beyond retrieval over haystacks
8559-TACL,Ev2R: Evaluating Evidence Retrieval in Automated Fact-Checking
50-MAIN,GRITHopper: Decomposition-Free Multi-Hop Dense Retrieval
624-MAIN,ToxiGAN: Toxic Data Augmentation via LLM-Guided Directional Adversarial Generation
91-MAIN,Intention Knowledge Graph Construction for User Intention Relation Modeling
150-MAIN,How effective are VLMs in assisting humans in inferring the quality of mental models from Multimodal short answers?
97-MAIN,Detecting Subtle Sense Shift with Polysemy-Aware Trends
879-MAIN,Language Family Matters: Evaluating SpeechLLMs Across Linguistic Boundaries
389-MAIN,PictureStories: Predicting the Task Adherence of Language Learner Answers to a Picture Story-Based Writing Task
106-MAIN,Detecting (Un)answerability in Large Language Models with Linear Directions
957-MAIN,Wugnectives: Novel Entity Inferences of Language Models from Discourse Connectives
117-MAIN,Auditing Language Model Unlearning via Information Decomposition
996-MAIN,Rethinking Creativity Evaluation: A Critical Analysis of Existing Creativity Evaluations
1007-MAIN,TReX: Tokenizer Regression for Optimal Data Mixture
1091-MAIN,Principled Self-Correction in Discrete Diffusion: A UCB-Guided Framework for Text Generation
139-MAIN,"Safety of Large Language Models Beyond English: A Systematic Literature Review of Risks, Biases, and Safeguards"
1092-MAIN,ConLID: Supervised Contrastive Learning for Low-Resource Language Identification
1115-MAIN,Do Images Speak Louder than Words? Investigating the Effect of Textual Misinformation in VLMs
454-MAIN,Argumentation and Judgement Factors: LLM-based Discovery and Application in Insurance Disputes
166-MAIN,PartisanLens: A Multilingual Dataset of Hyperpartisan and Conspiratorial Immigration Narratives in European Media
270-MAIN,SearchLLM: Detecting LLM Paraphrased Text by Measuring the Similarity with Regeneration of the Candidate Source via Search Engine
1206-MAIN,A Review of Incorporating Psychological Theories in LLMs
273-MAIN,Mitigating Degree Bias in Hypergraphs via Attribute-as-Structure Approach
1255-MAIN,LitBench: A Benchmark and Dataset for Reliable Evaluation of Creative Writing
530-MAIN,FAID: Fine-grained AI-generated Text Detection using Multi-task Auxiliary and Multi-level Contrastive Learning
1265-MAIN,Happiness is Sharing a Vocabulary: A Study of Transliteration Methods
1310-MAIN,Language Lives in Sparse Dimensions: Toward Interpretable and Efficient Multilingual Control for Large Language Models
147-FIND,"The Price of Thought: A Multilingual Analysis of Reasoning, Performance, and Cost of Negotiation in Large Language Models"
462-MAIN,Test-Time Scaling of Reasoning Models for Machine Translation
203-FIND,DebateQA: Evaluating Question Answering on Debatable Knowledge
279-FIND,HiGraAgent: Dual-Agent Adaptive Reasoning over Hierarchical Knowledge Graph for Open Domain Multi-hop Question Answering
781-MAIN,DITTO: A Spoofing Attack Framework on Watermarked LLMs via Knowledge Distillation
522-MAIN,Classifying and Addressing the Diversity of Errors in Retrieval-Augmented Generation Systems
584-MAIN,A Representation Sharpening Framework for Zero Shot Dense Retrieval
208-MAIN,Deconstructing Instruction-Following: A New Benchmark for Granular Evaluation of Large Language Model Instruction Compliance Abilities
724-MAIN,Where Do LLMs Compose Meaning? A Layerwise Analysis of Compositional Robustness
738-MAIN,Beyond Memorization: A Rigorous Evaluation Framework for Medical Knowledge Editing
750-MAIN,Unlocking Latent Discourse Translation in LLMs Through Quality-Aware Decoding
807-MAIN,FFE-Hallu: Hallucinations in Fixed Figurative Expressions: A Benchmark of Idioms and Proverbs in the Persian Language
890-MAIN,When Benchmarks Age: Temporal Misalignment through Large Language Model Factuality Evaluation
908-MAIN,Contextual morphologically-guided tokenization for Latin encoder models
308-FIND,ParsTranslit: Truly Versatile Tajik-Farsi Transliteration
935-MAIN,MERLIN: Multi-Stage Curriculum Alignment for Multilingual Encoder-LLM Integration in Cross-Lingual Reasoning
1029-MAIN,Exploring Fine-Tuning for In-Context Retrieval and Efficient KV-Caching in Long-Context Language Models
383-FIND,RV-Syn: Rational and Verifiable Mathematical Reasoning Data Synthesis based on Structured Function Library
391-FIND,Detecting Winning Arguments with Large Language Models and Persuasion Strategies
398-FIND,Persona Switch: Mixing Distinct Perspectives in Decoding Time
405-FIND,RECAP: REwriting Conversations for Intent Understanding in Agentic Planning
434-FIND,MEDAL: A Framework for Benchmarking LLMs as Multilingual Open-Domain Dialogue Evaluators
1170-MAIN,Beyond Understanding: Evaluating the Pragmatic Gap in LLMs' Cultural Processing of Figurative Language
1288-MAIN,Unveiling Intrinsic Dimension of Texts: from Academic Abstract to Creative Story
1338-MAIN,Statistical Foundations of DIME: Risk Estimation for Practical Index Selection
482-FIND,TIPA: Typologically Informed Parameter Aggregation
84-FIND,Mitigating Copy Bias in In-Context Learning through Neuron Pruning
488-FIND,FiNERweb: Datasets and Artifacts for Scalable Multilingual Named Entity Recognition
168-FIND,Multilingual Retrieval-Augmented Generation for Knowledge-Intensive Question Answering Task
178-FIND,How Important is вЂ�PerfectвЂ™ English for Machine Translation Prompts?
228-FIND,Toward Beginner-Friendly LLMs for Language Learning: Controlling Difficulty in Conversation
294-FIND,Comprehensive Study of Bilingual and Multi-category Instruction Pre-training
302-FIND,COMMUNITYNOTES: A Dataset for Exploring the Helpfulness of Fact-Checking Explanations
340-MAIN,Don’t Judge a Book by its Cover: Testing LLMs’ Robustness Under Logical Obfuscation
390-FIND,Feature Drift: How Fine-Tuning Repurposes Representations in LLMs
396-FIND,Best-of-L: Cross-Lingual Reward Modeling for Mathematical Reasoning
1209-MAIN,How Robust Are Router-LLMs? Analysis of the Fragility of LLM Routing Capabilities
487-FIND,CrisiText: A dataset of warning messages for LLM training in emergency communication
516-FIND,Unveiling Decision-Making in LLMs for Text Classification : Extraction of influential and interpretable concepts with Sparse Autoencoders
647-FIND,SMART-Editor: A Multi-Agent Framework for Human-Like Design Editing with Structural Integrity
532-FIND,Enhancing Reliability in Community Question Answering with an Expert-Oriented RAG System
569-FIND,MIMIC: Multi-party Dialogue Augmentation via Speaker Stylistic Transfer
664-FIND,Negative-Aware Diffusion Process for Temporal Knowledge Graph Extrapolation
1240-MAIN,Over-Searching in Retrieval-Augmented Large Language Models
111-MAIN,"BERT, are you paying attention? Attention regularization with human-annotated rationales"
585-FIND,SAGE : A Top-Down Bottom-Up Knowledge-Grounded User Simulator for Multi-turn Agent Evaluation
673-FIND,AfriMMT-EA: Multi-domain Machine Translation for Low-Resource East African Languages
608-FIND,"Thinking Long, but Short: Stable Sequential Test-Time Scaling for Large Reasoning Models"
719-FIND,MultiCW: A Large-Scale Balanced Benchmark Dataset for Training Robust Check-Worthiness Detection Models
625-MAIN,Text Classification Under Class Distribution Shift: A Survey
663-FIND,Steerable Agentic Data Generation for Deep Search with Execution Feedback
1100-MAIN,Offline Preference Optimization via Maximum Marginal Likelihood Estimation
14-MAIN,LM-Lexicon: Improving Definition Modeling via Harmonizing Semantic Experts
722-FIND,What Really Matters for Table LLMs? A Meta-Evaluation of Model and Data Effects
723-FIND,Evaluating Morphological Plausibility of Subword Tokenization via Statistical Alignment with Morpho-Syntactic Features
142-MAIN,CALE : Concept-Aligned Embeddings for Both Within-Lemma and Inter-Lemma Sense Differentiation
360-MAIN,Measuring Idiomaticity in Text Embedding Models with $\epsilon$-compositionality
742-FIND,Learning to Ask: Multi-Decoder Fine-Tuning for Multi-Hop Visual Question Generation with External Knowledge
468-MAIN,Tug-of-war between idioms' figurative and literal interpretations in LLMs
1332-MAIN,Surprisal and Metaphor Novelty Judgments: Moderate Correlations and Divergent Scaling Effects Revealed by Corpus-Based and Synthetic Datasets
9-SRW,Voice Identification of 1960s Tamil Singers Using Transfer Learning for Preserving Cultural Heritage
731-FIND,MOSAIC: Masked Objective with Selective Adaptation for In-domain Contrastive Learning
13-SRW,Thesis Proposal: Efficient KV Cache Reuse for Multi-Document Retrieval-Augmented Generation
14-SRW,Thesis proposal: COGNILENS: Analyzing Cognitive Decline in Language Models for Alzheimer's Monitoring
759-FIND,KGHaluBench: A Knowledge Graph-Based Hallucination Benchmark for Evaluating the Breadth and Depth of LLM Knowledge
776-FIND,Attribute-Controlled Translation with Preference Optimization
17-SRW,Beyond One-Step Distillation: Bridging the Capacity Gap in Small Language Models via Multi-Step Knowledge Transfer
783-FIND,ReBPE: Iteratively Improving the Internal Structure of a Structured Tokeniser by Mining its Internal Structure
19-SRW,Thesis proposal: Are We Losing Textual Diversity to Natural Language Processing?
21-SRW,Construction of an Evaluation Dataset for Hallucination Detection in Japanese Summarization Task
23-SRW,Comparing Text Compression Capabilities of Large Language Models with Traditional Compression Algorithms
812-FIND,Revealing Redundant Syntax in Large Language Models through Multi-Hop Dependency Paths
833-FIND,PATS: Personality-Aware Teaching Strategies with Large Language Model Tutors
903-FIND,Toward Safe and Human-Aligned Game Conversational Recommendation via Multi-Agent Decomposition
933-FIND,NUBench: A Benchmark for LLMs' Sentence-Level Negation Understanding
24-SRW,Comprehensive Comparison of RAG Methods Across Multi-Domain Conversational QA
25-SRW,LEMUR: Robust Fine-Tuning for Multilingual Embedding Models for Retrieval
28-SRW,"Trainable, Multiword-aware Tokenization Using Modern Neural Networks"
33-SRW,"Different Time, Different Language: Revisiting the Bias Against Non-Native Speakers in GPT Detectors"
35-SRW,"Call, Reward, Repeat: Advancing Dialog State Tracking with GRPO and Function Calling"
36-SRW,Generalising LLM Routing using Past Performance Retrieval: A Few-Shot Router is Sufficient
38-SRW,CAPID: Context-Aware PII Detection for Question-Answering Systems
39-SRW,Exploring the Semantic Space of Second Language Learners
40-SRW,Kahaani: A Multimodal Co-Creative Storytelling System
42-SRW,A Benchmark and Evaluation of Automated Language of Study Extraction from Computational Linguistics Publications
43-SRW,Who Plays Which Role? Protagonist Detection and Classification in Moral Discourse
44-SRW,Thesis Proposal: Multimodal Benchmark for Music Understanding in Large Language Models
45-SRW,Communication as a Complex System: Modeling the Feedback Dynamics of Trust and Credibility
46-SRW,The Clinical Fingerprint: Comparing the Rhetorical Integrity and Epistemic Safety of Human Physicians and Large Language Models
49-SRW,Acceleration of Backpropagation in Linear Layers of Transformer Models Based on Gradient Structure
50-SRW,Chronocept: Instilling a Sense of Time in Machines
52-SRW,When Prompt Optimization Becomes Jailbreaking: Adaptive Red-Teaming of Large Language Models
53-SRW,GraphRAG-Rad: Concept-Aware Radiology Report Generation via Latent Visual-Semantic Retrieval
55-SRW,Token Pruning for Improving Graph-Generating State Space Model Performance
58-SRW,Scale Is All You Need 🙄: Analyzing Modality Interaction and Speaker Intent Without Fine-Tuning
743-FIND,SLANG-GraphRAG: Multi-Layered Retrieval with Domain-Specific Knowledge for Low Resource Social Media Conversations
59-SRW,Plasticity vs. Rigidity: The Impact of Low-Rank Adapters on Reasoning on a Micro-Budget
746-FIND,TABED: Test-Time Adaptive Ensemble Drafting for Robust Speculative Decoding in LVLMs
823-FIND,Knowing What's Missing: Assessing Information Sufficiency in Question Answering
848-FIND,How Many Ratings per Item are Necessary for Reliable Significance Testing?
891-FIND,MAPRO: Recasting Multi-Agent Prompt Optimization as Maximum a Posteriori Inference
905-FIND,Linguistic Cues for LLM-based Implicit Discourse Relation Classification
920-FIND,Reducing Hallucinations in Language Model-based SPARQL Query Generation Using Post-Generation Memory Retrieval
937-FIND,What Makes a Good Query? Measuring the Impact of Human-Confusing Linguistic Features on LLM Performance
64-SRW,In-Image Machine Translation. A Preliminary Modular Approach
65-SRW,Text-to-Text Automatic Story Generation: A Survey
66-SRW,Probabilistic Bilingual Subword Segmentation with Latent Subword Alignment
68-SRW,Thesis Proposal: Development of End-to-End Speech Translation Models for Indian Languages
73-SRW,Towards Singable Lyrics Translation Using Large Language Models
74-SRW,Evaluating the Impact of SAE-based Language Steering on LLM Performance
76-SRW,Annotation-Efficient Vision-Language Model Adaptation to the Polish Language Using the LLaVA Framework
78-SRW,A Computational Forensic Linguistic Analysis of Narrative and Question-Answer Structures in Italian Police Interrogation Transcripts
80-SRW,Thesis Proposal: A Multi-Agent System for Ontology-Based Perspective-Aware Knowledge Extraction
84-SRW,Fake News Detection Strategies under Dataset Bias: Using Large-scale Coarse-grained Labels
86-SRW,DRAGOn: Designing RAG On Periodically Updated Corpus
92-SRW,Efficient Low-Resource Language Model Using Tokenizer Transfer
93-SRW,Learning Nested Named Entity Recognition from Flat Annotations
94-SRW,LLMs Exhibit Performative Fairness When Generating Profiles with Complex Geopolitical Identities
95-SRW,Beyond Bias Scores: Unmasking Vacuous Neutrality in Small Language Models
96-SRW,From Detection to Explanation: Modeling Fine-Grained Emotional Social Influence Techniques with LLMs and Human Preferences
97-SRW,How Do Lexical Senses Correspond Between Spoken German and German Sign Language?
100-SRW,Evaluating Cost-Efficiency of LLMs in a RAG Setup on Polish Wikipedia: Quality vs. Energy Consumption
101-SRW,Thesis Proposal: Measuring Prejudice at Scale
112-SRW,Energy Matching based Preference Learning for Diffusion Langauge Models
118-SRW,"Thesis Proposal: Stability-Aware, Evidence-Grounded Knowledge Graphs for Substance Use Disorders and Social Determinants of Health"
122-SRW,Detecting Overflow in Compressed Token Representations for Retrieval-Augmented Generation
137-SRW,$\texttt{lrnn-lib}$: A library for Linear RNNs
143-SRW,Automatic Generation of a Compositional QA Benchmark for Geospatial Reasoning under Spatial and Entity Constraints
146-SRW,Thesis Proposal: Comparing Human and Model Perception of Writing Style under Controlled Perturbations
147-SRW,"Bring the Apple, Not the Sofa: Impact of Irrelevant Context in Embodied AI Commands on VLA Models"
148-SRW,An Evaluation of Classifiers for Mapping Generative LLM Responses to Answer Options of Multiple-choice Questionnaires
153-SRW,Beep boop: Bot Detection as a Preprocessing Step for Polish Reddit
157-SRW,Emergent Misalignment: Tracking the Emergence and Evolution of Misaligned traits throughout Model Training
158-SRW,FluffInjector: Diagnosing Logical Consistency Failures in Chain-of-Thought Reward Models
160-SRW,"What the Router Sees Matters: Funnel Pooling for Fast, Content Driven Expert Routing"
161-SRW,TimeRes: A Turkish Benchmark For Evaluating Temporal Understanding of Large Language Models
162-SRW,Hospitality-VQA: Decision-Oriented Informativeness Evaluation for Vision–Language Models
167-SRW,Colorism in Large Vision-Language Models: An Empirical Exploration of Socioeconomic Linguistic Bias
168-SRW,Pushing the Boundaries of Multiple Choice Evaluation to One Hundred Options
169-SRW,Broken Chains: The Cost of Incomplete Reasoning in LLMs
171-SRW,You Didn't Have to Say It Like That: Subliminal Learning from Faithful Paraphrases
172-SRW,Active Learning for Corpus Refinement: Cost-Effective Preprocessing to Improve Validity of Applied Quantitative Text Analysis
176-SRW,"Understanding Subliminal Learning: Generality, Sensitivity, and Token-Level Explanations"
178-SRW,From Sentences to Proof Trees: Leveraging Language Models for Structured Reasoning
1002-SRW,Mask What Matters: Mitigating Object Hallucinations in Large Vision–Language Models with Object-Aligned Visual Contrastive Decoding
1004-SRW,Domain Adaptation of Image Encoder for Multimodal Manga Translation
1006-SRW,Do Multi-Agents Solve Better Than Single? Evaluating Agentic Frameworks for Diagram-Grounded Geometry Problem Solving and Reasoning
1009-SRW,PATCH Dataset: Empowering Traditional Chinese Safety Classifiers for Lightweight LLM
1010-SRW,Luth: Efficient French Specialization for Small Language Models and Cross-Lingual Transfer
1012-SRW,Machine Translation for Low-Resource Languages through Monolingual Data and LLM: A Case Study of English-to-Basque
1013-SRW,"Rethinking the Evaluation of Alignment Methods: Insights into Diversity, Generalisation, and Safety"
1014-SRW,Modality Matching Matters: Calibrating Language Distances for Cross-Lingual Transfer in URIEL+
1015-SRW,What Persona Are We Missing? Identifying Unknown Relevant Personas for Faithful User Simulation
587-MAIN,Spotlight Your Instructions: Instruction-following with Dynamic Attention Steering
599-MAIN,KAD: A Framework for Proxy-based Test-time Alignment with Knapsack Approximation Deferral
665-MAIN,A Survey on LLM-based Conversational User Simulation
1151-MAIN,Dynamic Cheatsheet: Test-Time Learning with Adaptive Memory
1286-MAIN,BILLY: Steering Large Language Models via Merging Persona Vectors for Creative Generation
359-MAIN,Layer-wise Swapping for Generalizable Multilingual Safety
424-MAIN,Measuring Linguistic Competence of LLMs on Indigenous Languages of the Americas
432-MAIN,AfriVox: Probing Multilingual and Accent Robustness of Speech LLMs
469-MAIN,Do LLM hallucination detectors suffer from low-resource effect?
1188-MAIN,HarfoSokhan: A Comprehensive Parallel Dataset for Transitions between Persian Colloquial and Formal Variations
490-MAIN,PEFT-Bench: A Parameter-Efficient Fine-Tuning Methods Benchmark
877-MAIN,Chat-TS: Enhancing Multi-Modal Reasoning Over Time-Series and Natural Language Data
1050-MAIN,CoReTab: Improving Multimodal Table Understanding with Code-driven Reasoning
1148-MAIN,DeepInsert: Early Layer Bypass for Efficient and Performant Multimodal Understanding
705-MAIN,Confidence-Calibrated Small-Large Language Model Collaboration for Cost-Efficient Reasoning
791-MAIN,Entropy-Gated Branching for Efficient Test-Time Reasoning
855-MAIN,An Empirical Study of Speculative Decoding for Small Language Models
1016-MAIN,Speculative Decoding Speed-of-Light: Optimal Lower Bounds via Branching Random Walks
1059-MAIN,CacheNotes: Task-Aware Key-Value Cache Compression for Reasoning-Intensive Knowledge Tasks
94-MAIN,Chandomitra: Towards Generating Structured Sanskrit Poetry from Natural Language Inputs
331-MAIN,A Tale of Two Scripts: Transliteration and Post-Correction for Judeo-Arabic
609-MAIN,It's All About the Confidence: An Unsupervised Approach for Multilingual Historical Entity Linking using Large Language Models
816-MAIN,Detecting Latin in Historical Books with Large Language Models: A Multimodal Benchmark
904-MAIN,Tracing Multilingual Knowledge Acquisition Dynamics in Domain Adaptation: A Case Study of English-Japanese Biomedical Adaptation
23-IND,Compact Multimodal Language Models as Robust OCR Alternatives for Noisy Textual Clinical Reports
